Loan_ID;Loan_Label;Attached_client;credit_amount;annual_interest_rate;monthly_amount;defaulted;default_loan_amount
36;BINAA;36;27049;0.1033227759677523;796.4189805959777;0;
37;ARDHI;37;36576;0.11467740668356355;1873.5367355715016;0;
38;BINAA;38;40950;0.15334636166687718;1376.4194591882185;0;
39;BINAA;39;20580;0.09612937360128204;287.36187572619866;0;
40;MELKI;40;41173;0.1204442346777389;985.1014284211009;0;
41;MELKI;41;50336;0.13846600422383992;903.485399050934;0;
42;MELKI;42;54375;0.15458164271749616;1153.5730685636545;0;
43;BINAA;43;57384;0.09831910898801144;788.9619791806708;0;
44;MELKI;44;51618;0.1640208299851303;1012.785600181038;0;
45;MELKI;45;24885;0.09667016542470203;459.68850554947585;0;
46;MELKI;46;53244;0.12336322131900407;864.2911844209926;0;
47;MELKI;47;56462;0.1553324105443048;1007.6393901499664;1;6417
48;BINAA;48;26488;0.1365862144358625;577.4079706647605;0;
49;MELKI;49;54504;0.08249055964971348;658.5471219289986;0;
50;MELKI;50;25926;0.16233187372397295;782.8180131806436;0;
51;MELKI;51;42381;0.11879064176908213;1302.4763490679559;1;4615
52;ARDHI;52;15808;0.1721297412804555;320.8474839420248;0;
53;ARDHI;53;34088;0.13867774640877784;799.7467754413922;0;
54;MELKI;54;58812;0.0854906056626895;691.267236130619;0;
55;BINAA;55;55480;0.08776591224210639;761.4120932403641;0;
56;ARDHI;56;17288;0.10074201768224407;625.3578890297753;0;
57;BINAA;57;23170;0.11975139286752538;2162.053314395047;0;
58;MELKI;58;16085;0.08688848861212604;451.5709449438373;1;2363
59;MELKI;59;62482;0.10770995189652884;1211.681934533243;0;
60;MELKI;60;59176;0.11029818949666322;833.9955698437609;0;
61;ARDHI;61;35893;0.11161077877443015;500.0084365088481;0;
62;BINAA;62;75120;0.1654553927339631;4165.750758514609;0;
63;ARDHI;63;49016;0.17339890044227385;935.2026345991338;0;
64;MELKI;64;24598;0.09955695914869939;614.0418400949756;0;
65;MELKI;65;78638;0.1688899809434877;1516.337110119499;0;
66;BINAA;66;21570;0.10558392833172113;788.9537778429353;0;
67;ARDHI;67;49042;0.16972813454333005;1008.0223927279609;1;6897
68;BINAA;68;24460;0.09260601749392351;345.5568041199859;0;
69;ARDHI;69;27720;0.08766115606715652;972.4972705151316;0;
70;ARDHI;70;48256;0.17273114656765476;945.942850730729;0;
71;BINAA;71;35892;0.12394923827441057;536.8988383454287;0;
72;MELKI;72;41832;0.09421399070054305;1025.629971582093;0;
73;BINAA;73;32592;0.125512970643625;793.5598949347522;0;
74;ARDHI;74;19229;0.14201309785052088;334.39193265841664;0;
75;MELKI;75;62132;0.12349728730373738;1157.1944545629842;1;7566
76;BINAA;76;46440;0.1230035325251958;1121.0236708725076;0;
77;MELKI;77;48020;0.10198998028451439;852.7595340681614;0;
78;ARDHI;78;50176;0.1189489488479677;743.3259890966943;0;
79;ARDHI;79;41976;0.15541221871674896;737.9652744045212;1;5607
80;BINAA;80;69650;0.15254617837206075;1226.8250122619536;1;7746
81;ARDHI;81;31572;0.14710371803816458;650.1298821584111;0;
82;MELKI;82;58130;0.16082858366144215;1471.1042735437786;0;
83;MELKI;83;17675;0.08024451831357576;609.1657106549266;0;
84;BINAA;84;38676;0.10038700544831766;1397.880651893261;0;
85;BINAA;85;59304;0.14578953439458428;5662.491878978035;0;
86;MELKI;86;8410;0.10266640998123724;188.75759788407265;0;
87;ARDHI;87;48411;0.10711649790515301;936.4159816738635;0;
88;MELKI;88;38668;0.12958985359884034;3639.9150382466632;0;
89;MELKI;89;56378;0.11734745300301302;1490.9512254503222;0;
90;ARDHI;90;22620;0.10431066659793202;2081.6256065371017;0;
91;MELKI;91;5913;0.08463094792849324;112.0947567346222;0;
92;ARDHI;92;26368;0.08991980667075997;366.60942955019095;0;
93;ARDHI;93;56111;0.15084308610319613;965.102848509518;0;
94;BINAA;94;19965;0.11976612763482908;310.17756151911357;0;
95;ARDHI;95;63635;0.16345946050421778;1397.103564098825;0;
96;MELKI;96;43730;0.08060152070113014;1508.447597243924;0;
97;MELKI;97;47607;0.16075853433429516;968.3734620043991;0;
98;MELKI;98;97104;0.09599344852864133;3474.112318827099;0;
99;BINAA;99;52921;0.16091524483766345;1110.566306004499;1;6595
100;BINAA;100;57666;0.09529173386134962;1419.0244270707155;0;
101;MELKI;101;21810;0.16198147600003843;434.20902493776214;0;
102;MELKI;102;86647;0.16310456891291225;1602.4503279615235;0;
103;BINAA;103;29784;0.1564758145145454;595.206304958435;1;3855
104;BINAA;104;42679;0.14234448693460391;901.4359557494225;0;
105;MELKI;105;82199;0.1019309144611514;2981.5238253715706;1;9691
106;MELKI;106;32620;0.138076801937428;584.4413373691392;0;
107;ARDHI;107;33915;0.10550351868613259;1240.2626530200155;1;4853
108;BINAA;108;46046;0.09229484393630974;780.5025505094616;0;
109;ARDHI;109;46280;0.12139458467009565;682.4377074702614;0;
110;ARDHI;110;25032;0.16317504021244603;638.3831338831624;0;
111;MELKI;111;49218;0.12418978238224337;1192.9477257741046;0;
112;BINAA;112;25640;0.16650333217719826;550.0045439943711;0;
113;ARDHI;113;42201;0.12259293463190886;870.7224528667654;0;
114;MELKI;114;66374;0.13257673404811784;6264.470678809147;0;
115;ARDHI;115;57332;0.15130248145195851;988.2987481428999;0;
116;BINAA;116;40838;0.16342572853722376;1123.3594362780398;0;
117;ARDHI;117;25398;0.11463089516871677;665.916289624589;0;
118;BINAA;118;25740;0.11416965689509491;483.2272473733119;0;
119;ARDHI;119;51298;0.1446201508120552;1152.581208029734;0;
120;MELKI;120;41040;0.11870043408339964;3825.955484565227;1;5083
121;ARDHI;121;33858;0.14547884987061505;1115.8435749099403;0;
122;BINAA;122;56823;0.16385137594813834;1054.421345605481;0;
123;BINAA;123;35919;0.16276996059679844;914.8183274135098;0;
124;ARDHI;124;26733;0.1050547982255669;481.56360452478447;0;
125;ARDHI;125;39368;0.1418021460645615;933.8722405224715;1;5371
126;ARDHI;126;27440;0.17635959835749349;537.7854188323704;0;
127;ARDHI;127;22900;0.09733427946023004;2094.079583303272;0;
128;ARDHI;128;45795;0.13239482436307343;929.2795262533567;0;
129;MELKI;129;28179;0.1786165615242762;754.9006263136673;0;
130;BINAA;130;60632;0.11006837604044056;977.1943702292216;0;
131;BINAA;131;20330;0.17894986251830736;491.41163282383974;0;
132;BINAA;132;51012;0.11324002535477506;953.716681116482;0;
133;ARDHI;133;55133;0.09473243301045392;1354.1236024304462;0;
134;MELKI;134;33234;0.14915125006221258;1105.4493870472977;1;3830
135;BINAA;135;58860;0.15638771901173532;1055.6111735172676;0;
136;MELKI;136;53970;0.11662031486325806;845.7498660975031;0;
137;MELKI;137;43768;0.08679171530927933;721.8175755639706;0;
138;BINAA;138;59380;0.0921421559136815;1693.0334348462009;0;
139;BINAA;139;18700;0.16102795146011656;562.6018910253483;0;
140;MELKI;140;43866;0.14922778520199512;4201.002168805893;0;
141;BINAA;141;43572;0.17302149849233278;2443.7410610256607;0;
142;ARDHI;142;39015;0.09441954998521884;3558.2315618894427;0;
143;ARDHI;143;30888;0.10447846136801209;2842.927559561263;1;4616
144;ARDHI;144;30792;0.0874756706079769;384.83757078006875;0;
145;MELKI;145;35413;0.12528825845092303;738.6215080435448;0;
146;ARDHI;146;27282;0.16579938274811426;629.5560077889488;0;
147;ARDHI;147;43934;0.12545410335343926;1679.6972702830556;0;
148;MELKI;148;24345;0.09892826976465764;313.4090606183825;0;
149;BINAA;149;43690;0.17189145692042027;1353.9948127377634;0;
150;ARDHI;150;57538;0.10237970533096735;790.5707071111;1;7866
151;BINAA;151;15558;0.10550166251999825;236.51367468794697;0;
152;BINAA;152;11740;0.11705954807383961;189.77966812198332;0;
153;MELKI;153;61113;0.12487136932427828;1027.6886661262183;0;
154;BINAA;154;50973;0.08219552660487757;614.6304231358687;0;
155;MELKI;155;46416;0.1148175345413744;685.8642236060363;0;
156;MELKI;156;330;0.11907391343549624;5.23881833376186;0;
157;MELKI;157;18036;0.16658975539909698;357.7415452219856;0;
158;MELKI;158;85260;0.15769703328084198;1712.5207547937155;0;
159;ARDHI;159;69986;0.15668717030344165;1278.3361084047222;0;
160;MELKI;160;45240;0.13666864320723124;986.4907848912617;0;
161;ARDHI;161;29120;0.1365073218424412;517.9244343376573;0;
162;MELKI;162;40960;0.11531615183880971;606.9457982764704;1;4379
163;BINAA;163;24174;0.11192675965617142;337.393123994024;0;
164;BINAA;164;53788;0.17564935919104005;1050.9856443473052;0;
165;ARDHI;165;30612;0.12134954335373385;2860.5626850953754;0;
166;BINAA;166;29472;0.16411259993015886;607.7272120951369;0;
167;ARDHI;167;53620;0.11403608594556953;1626.6345773667865;1;6021
168;MELKI;168;17560;0.10232841081776828;235.8190058692166;0;
169;BINAA;169;70332;0.12988233997961746;1086.851505731649;0;
170;BINAA;170;15725;0.16773561670868334;481.88688106200374;0;
171;ARDHI;171;91065;0.09669829743322711;8322.569204646403;0;
172;MELKI;172;9440;0.14351137007007503;169.08608731226855;0;
173;ARDHI;173;65904;0.08703658763067042;844.1382726009753;0;
174;BINAA;174;23400;0.17988728960946035;465.48609709138884;0;
175;BINAA;175;21846;0.14881802572582864;726.048215833871;0;
176;MELKI;176;35190;0.11175946925968343;914.2346436040217;0;
177;MELKI;177;23670;0.11911934463248113;481.52540728756895;1;3263
178;MELKI;178;30085;0.11799023181099103;2802.894677002805;0;
179;ARDHI;179;98895;0.08696481737085644;1174.5460233797928;0;
180;BINAA;180;20184;0.15115352973646035;394.40690368339295;0;
181;BINAA;181;45204;0.09413410815651432;2238.1031854255893;0;
182;MELKI;182;68370;0.11205438909282439;1113.2215485230336;0;
183;BINAA;183;21948;0.15580456613545002;589.7998847950714;0;
184;ARDHI;184;65492;0.16817388509549386;6375.503673556173;0;
185;BINAA;185;60900;0.09574191730049009;2177.556896966654;0;
186;BINAA;186;19242;0.16182749072158203;526.7403813720568;0;
187;ARDHI;187;44856;0.1237999041322069;802.5822234643712;0;
188;MELKI;188;52094;0.12058154281259634;1391.6979076066161;0;
189;BINAA;189;30580;0.10553211161287492;523.7643310934762;0;
190;MELKI;190;4200;0.10945261108785678;60.18341388074987;0;
191;BINAA;191;21392;0.17278306928735787;530.8479515162634;0;
192;ARDHI;192;46668;0.09773868489579135;639.3724122263992;0;
193;BINAA;193;115065;0.11338951811399495;3005.0137418155696;0;
194;MELKI;194;58305;0.09204671350563154;733.0407927748989;1;8113
195;BINAA;195;46608;0.17321426537323106;1061.1642067096295;1;4974
196;BINAA;196;39634;0.1194341695816033;694.7287321906812;0;
197;MELKI;197;55011;0.09796528763458177;1022.1286198388316;0;
198;ARDHI;198;34380;0.10039192934004917;696.9085918449551;0;
199;ARDHI;199;46280;0.11956934496243671;757.8057737384643;0;
200;ARDHI;200;29370;0.13098447118871454;932.4594932343789;0;
201;BINAA;201;20300;0.12982291318802933;501.56153925419403;0;
202;ARDHI;202;72450;0.17696231212359925;1532.8330363693074;0;
203;MELKI;203;26992;0.1768543381596745;558.4710246338278;0;
204;ARDHI;204;52832;0.10790532669698721;1104.0235659569832;0;
205;ARDHI;205;42163;0.1263327204921981;663.479499509379;1;6192
206;MELKI;206;29504;0.15292802081555384;990.6656938451752;0;
207;MELKI;207;22555;0.14835753715615493;423.4336875464229;0;
208;BINAA;208;27756;0.11302105597301937;1032.4177024655937;0;
209;ARDHI;209;68340;0.10285908140872418;1724.7824686226843;0;
210;MELKI;210;28104;0.15916247800163105;519.1335234798199;0;
211;BINAA;211;69566;0.0820123886976666;837.7624026784896;0;
212;BINAA;212;27923;0.14538576828962319;2665.2172339959293;0;
213;BINAA;213;23565;0.13830631290052506;450.1217492311333;0;
214;ARDHI;214;37872;0.12062553550219823;1169.6941900449376;0;
215;MELKI;215;51612;0.14880236822808018;908.8114857489728;0;
216;ARDHI;216;32320;0.09645337962534663;452.16205483855254;0;
217;ARDHI;217;27013;0.1613964341818514;513.3890452684183;0;
218;ARDHI;218;24865;0.1772641950526882;555.6773962866364;0;
219;ARDHI;219;28278;0.15244289086216153;497.8493193755072;0;
220;MELKI;220;41550;0.17853598229088388;865.5022672536139;0;
221;MELKI;221;53410;0.17926932953865515;1140.2697024267593;0;
222;BINAA;222;53550;0.08112628452702729;1254.5260447018593;0;
223;BINAA;223;82665;0.11158190715116517;7657.40986288759;0;
224;BINAA;224;27960;0.10910549081346985;720.2157935953848;0;
225;ARDHI;225;35670;0.11060959879379442;3301.287032414554;1;4308
226;BINAA;226;47872;0.15312462065318394;832.4947829553981;0;
227;BINAA;227;55875;0.14516742395933074;1034.1088947337107;0;
228;ARDHI;228;52596;0.09438523156326631;657.1904699417961;0;
229;BINAA;229;27760;0.14875539136054428;554.4238356504228;0;
230;ARDHI;230;33714;0.10835462500967341;616.5889856313441;0;
231;ARDHI;231;23100;0.1711095527244801;521.8858889946242;0;
232;BINAA;232;56784;0.17884704857239125;2423.6375671778887;0;
233;ARDHI;233;38856;0.12254111149537653;599.1631190220293;0;
234;ARDHI;234;39160;0.09913410693579149;976.1743023004661;0;
235;BINAA;235;35073;0.16030269805800829;1442.7747107490436;0;
236;BINAA;236;41755;0.1540777468683765;1033.2096933740884;0;
237;BINAA;237;14754;0.12549493701109266;242.11745362656697;0;
238;ARDHI;238;32216;0.09121236511965472;423.8525740023442;0;
239;ARDHI;239;33408;0.09043407763350969;450.6256149888338;0;
240;ARDHI;240;50460;0.10538792820096608;1143.9895714183958;0;
241;BINAA;241;58968;0.17708265558785835;1572.1841695587361;1;7637
242;BINAA;242;39770;0.17382642959145117;907.5064254043343;0;
243;BINAA;243;21366;0.1029714935362571;437.69788709844863;0;
244;ARDHI;244;43693;0.13931274017503156;838.2568721298802;0;
245;MELKI;245;47496;0.09798497553025302;1179.4245331487414;0;
246;BINAA;246;34690;0.09551879613356667;689.1051102989761;0;
247;ARDHI;247;61828;0.13272017659036497;1542.540812074646;0;
248;MELKI;248;33978;0.11677346946322059;896.944078785109;0;
249;MELKI;249;54405;0.12362290143842863;1316.100329396476;0;
250;BINAA;250;23320;0.1685833162389344;570.5302445576625;0;
251;BINAA;251;55944;0.14910000074140203;1118.922385274598;0;
252;ARDHI;252;74040;0.11915239282443678;1209.7856483421597;0;
253;BINAA;253;38604;0.11665366034687459;622.736363797434;0;
254;BINAA;254;37917;0.1311616632810957;941.0630655524421;0;
255;MELKI;255;42890;0.09014808011791225;620.0514852436603;0;
256;BINAA;256;44492;0.13627814569121094;770.1072715077798;0;
257;MELKI;257;30310;0.16821869567877046;1266.8368332797388;0;
258;MELKI;258;63750;0.17323343233614485;1403.2571547403152;1;8049
259;ARDHI;259;28560;0.17635453025972503;816.3904486848122;0;
260;ARDHI;260;25046;0.17774669072179677;788.4203013181769;0;
261;MELKI;261;32992;0.08087315074349247;405.63613799966424;0;
262;ARDHI;262;41238;0.0946886079556282;554.4974012395163;1;5428
263;ARDHI;263;81718;0.17953053543808556;4627.489691244123;1;11893
264;ARDHI;264;41004;0.1022061433825463;593.3098205095894;0;
265;BINAA;265;29134;0.1767409139866473;590.9530378961374;0;
266;BINAA;266;93800;0.14583469002476104;1741.2232116422667;0;
267;MELKI;267;30206;0.09113449515523066;1487.9840467215747;0;
268;BINAA;268;72510;0.15839468583310828;1388.7070320036996;1;9278
269;MELKI;269;42624;0.1736541237300201;939.7285383981223;0;
270;MELKI;270;39589;0.15017252603287012;861.9964925744229;0;
271;ARDHI;271;55650;0.0906110573922817;883.9587786567064;0;
272;ARDHI;272;68431;0.12655419982166802;1862.202537333047;0;
273;MELKI;273;19435;0.10805470198105316;579.8994277501473;0;
274;ARDHI;274;21432;0.14525835477932886;438.0314216358813;0;
275;BINAA;275;49110;0.11299526204937022;1047.0759670799048;0;
276;BINAA;276;54600;0.15024612704607518;1062.7865447263086;0;
277;BINAA;277;43030;0.08537520043856897;704.5671654985612;0;
278;MELKI;278;41015;0.10021972497299632;627.3690572028426;1;4288
279;BINAA;279;48906;0.1797672504394133;987.3601791658289;0;
280;BINAA;280;59484;0.15094570388020123;1039.8260894282753;0;
281;BINAA;281;26446;0.15669180672600658;528.9754045007753;0;
282;BINAA;282;79365;0.16512465880434476;1459.5237677227908;0;
283;MELKI;283;42252;0.0938516901710383;721.6740233144482;0;
284;MELKI;284;38436;0.11895637365215941;781.3922648078666;0;
285;ARDHI;285;27880;0.11980026049421344;471.9470496593337;0;
286;BINAA;286;44022;0.11729778059262595;763.8069081040484;0;
287;MELKI;287;27460;0.14047969514036485;607.5060357128682;0;
288;MELKI;288;52283;0.12247459449799905;4890.52826867824;0;
289;MELKI;289;66975;0.13469153075477633;2612.163772691762;1;9552
290;BINAA;290;71344;0.09030722497451155;867.2028511780923;0;
291;BINAA;291;19295;0.1433869237701032;391.3458911786784;1;2334
292;BINAA;292;53014;0.10975235070600577;4902.700926694016;0;
293;MELKI;293;30674;0.12139875783650342;675.4821248230755;0;
294;ARDHI;294;17835;0.11013716070137125;376.0127836638416;0;
295;MELKI;295;72865;0.08900049598120877;6612.5017616392315;0;
296;ARDHI;296;23260;0.10134169886420452;334.88637391749734;0;
297;ARDHI;297;106605;0.11074558602319502;2094.304849833559;0;
298;MELKI;298;29715;0.13732695041404558;693.8058609627803;0;
299;BINAA;299;48213;0.1639195493136474;967.6454615625992;1;7185
300;BINAA;300;34188;0.12213582090107494;754.9649537471624;0;
301;MELKI;301;47424;0.11284194394866309;4397.951362485116;0;
302;BINAA;302;28899;0.1601287696700392;2793.8801095578715;0;
303;ARDHI;303;50349;0.1415180849125084;4789.524504771657;0;
304;MELKI;304;118770;0.13236227567249786;2017.0199091828333;0;
305;MELKI;305;46176;0.08867815224707892;637.2335298467597;0;
306;ARDHI;306;46284;0.1030242187176409;654.4977449272743;0;
307;ARDHI;307;60886;0.10961729711996646;1017.4374717947655;0;
308;ARDHI;308;40854;0.10191995895685071;536.1253891574871;0;
309;BINAA;309;14295;0.17143707685427273;278.6775428026524;1;1603
310;BINAA;310;56589;0.1604700872049352;1149.7159804033397;0;
311;BINAA;311;27940;0.13834931670309028;904.2066590570284;1;3797
312;BINAA;312;30699;0.16611466338753214;1704.087837611154;0;
313;ARDHI;313;34872;0.16974090019832375;1219.767055976329;0;
314;ARDHI;314;53755;0.10605494343489037;1035.029873695211;1;6010
315;BINAA;315;43980;0.13382833996103066;856.9808659571773;1;6568
316;BINAA;316;37560;0.1286459939660458;626.2333896851519;0;
317;MELKI;317;20910;0.1604084618417338;628.0117447592212;0;
318;ARDHI;318;63658;0.09250414492881898;1021.2024048232299;1;6648
319;ARDHI;319;70084;0.16700589841237778;1364.7256709166459;0;
320;MELKI;320;35118;0.1664365281912855;659.2235585753264;0;
321;MELKI;321;34221;0.1644102428456073;672.5533386063892;0;
322;ARDHI;322;72384;0.15594737857582489;1946.007920902709;0;
323;ARDHI;323;71445;0.14918709781752965;1549.7504614088948;0;
324;MELKI;324;26178;0.11646479433935937;390.41169885131245;1;3864
325;ARDHI;325;43180;0.12004812200813646;759.0943711471565;0;
326;ARDHI;326;24311;0.16370362566056873;1006.9554591750626;0;
327;ARDHI;327;39636;0.1003828021888437;551.7643956297508;1;5530
328;BINAA;328;59038;0.08035149944812998;1010.2951520348915;0;
329;ARDHI;329;73411;0.11552340514756253;2745.918502385087;0;
330;BINAA;330;41424;0.11208816865958503;602.6783582128875;0;
331;ARDHI;331;64710;0.10113497937430874;5937.870376275961;1;8848
332;ARDHI;332;49324;0.16920751597701994;989.0945312661157;0;
333;ARDHI;333;34152;0.11810358470517629;620.7228020709317;1;3720
334;MELKI;334;41314;0.11517289886126454;683.423873073968;0;
335;MELKI;335;20532;0.108119867447456;299.0597598692639;0;
336;MELKI;336;60960;0.15444869457520666;1419.59936844205;0;
337;ARDHI;337;24405;0.1626324997064981;621.2895605638048;0;
338;ARDHI;338;55930;0.12058995270421083;2892.466337895543;0;
339;MELKI;339;34840;0.12523542206183155;545.0585087195176;1;3592
340;MELKI;340;57804;0.10693522396093474;5332.106973819823;0;
341;BINAA;341;69314;0.11181551631320336;1030.9428359222259;0;
342;BINAA;342;35937;0.09462233736988312;1281.6202448384574;0;
343;MELKI;343;57400;0.1111745591993685;813.1575238565872;0;
344;MELKI;344;57948;0.13347654900023626;966.4915884554741;0;
345;MELKI;345;31187;0.1193888321062293;635.1462089080811;0;
346;BINAA;346;42620;0.14880985824173554;801.7281413936923;0;
347;BINAA;347;29560;0.08990903886976798;426.75371019363956;0;
348;BINAA;348;28746;0.17008904970367542;557.1670685651544;1;3105
349;ARDHI;349;19625;0.14025654820853445;463.0088489303264;0;
350;BINAA;350;35959;0.12857529647594007;1134.4324238315273;0;
351;ARDHI;351;32403;0.16256073113836308;1114.017114256365;1;4221
352;MELKI;352;36657;0.1797259500773363;1159.967845998743;0;
353;BINAA;353;34013;0.16821613679747233;643.5250138978982;0;
354;BINAA;354;74880;0.09333219026125332;2662.392867230221;0;
355;MELKI;355;34744;0.11514494239566476;540.1925136924385;0;
356;MELKI;356;32416;0.11751033043466805;467.5086466882574;0;
357;MELKI;357;28756;0.11756718864499822;760.9968397229641;0;
358;ARDHI;358;39340;0.10736253541697109;898.3590674975258;0;
359;BINAA;359;39580;0.16680789194558476;2199.3546969338536;0;
360;MELKI;360;46046;0.09385090280817605;2278.7048892254393;0;
361;BINAA;361;13853;0.1206434426480896;524.0783564725543;0;
362;BINAA;362;20111;0.13720002080887328;439.4253848739375;0;
363;MELKI;363;37156;0.11541857546041244;539.5116373858845;0;
364;BINAA;364;23095;0.10552247328186543;478.0272695608664;0;
365;MELKI;365;42126;0.10369505367932041;683.157849577618;0;
366;MELKI;366;25739;0.1457325381158247;1385.0424832136011;0;
367;ARDHI;367;56680;0.09469156913760285;1122.0217496551822;0;
368;ARDHI;368;49416;0.12219843786329795;1017.9631671210609;0;
369;BINAA;369;35700;0.10109008311031176;1292.4096639198442;0;
370;ARDHI;370;65254;0.13186422106336035;1135.3505285672481;0;
371;BINAA;371;39840;0.15055457432391994;684.2856311998586;0;
372;BINAA;372;36801;0.1634548985865434;2034.6503102402821;1;4897
373;MELKI;373;25408;0.15868515900158148;477.1449322149041;1;3257
374;ARDHI;374;54736;0.16685381157073503;3041.742519177979;1;6977
375;BINAA;375;34929;0.17241154786506374;663.5552462815676;0;
376;MELKI;376;54418;0.14818806206773497;5206.841496800167;1;5910
377;BINAA;377;30345;0.15433238637272506;811.7263553733618;1;3813
378;BINAA;378;55328;0.14535863923886516;1328.8668993173276;0;
379;BINAA;379;52504;0.16687925929790007;1459.374608070301;0;
380;MELKI;380;66248;0.14532715932846618;1492.3861375993522;0;
381;ARDHI;381;30256;0.1121723246210492;787.0904878112053;0;
382;BINAA;382;19335;0.10103560634263892;263.49674571957695;0;
383;MELKI;383;48128;0.1477029803540385;956.9934804793244;0;
384;MELKI;384;30366;0.08593949699197574;358.0532304715279;0;
385;BINAA;385;26887;0.17068266585567674;606.487069738465;0;
386;BINAA;386;18500;0.11485769796372862;1718.738951027415;0;
387;BINAA;387;46380;0.13330670449065607;756.7929128563857;0;
388;BINAA;388;20868;0.08122419670586925;249.93637807150662;0;
389;BINAA;389;30264;0.10433050582095588;683.454869013784;0;
390;MELKI;390;96810;0.12738410417599644;1565.5045937731845;0;
391;MELKI;391;42288;0.1699096189143742;4122.7614970542545;0;
392;ARDHI;392;61558;0.17206447508659434;1349.0105646301995;0;
393;ARDHI;393;37880;0.1385536356442847;831.9509765171255;0;
394;MELKI;394;11180;0.08220834487185825;209.68601273418602;0;
395;ARDHI;395;87637;0.12243892434327822;1350.6243760559894;0;
396;ARDHI;396;17640;0.12179155659453714;342.3669215273029;0;
397;MELKI;397;42749;0.15989941902514535;4132.045021992161;0;
398;ARDHI;398;60975;0.11731889273198592;878.4182903610701;0;
399;BINAA;399;46805;0.1420057426506524;832.4827558731727;1;6377
400;MELKI;400;20095;0.12098815295934767;354.8395929613561;1;2461
401;BINAA;401;8922;0.13269122666487906;145.12467702533758;1;976
402;BINAA;402;58320;0.1597833344940957;1748.5470056413053;1;6401
403;BINAA;403;27041;0.1219433629678735;479.6452671072496;0;
404;MELKI;404;19536;0.16763672084272904;408.57924819862956;0;
405;BINAA;405;30863;0.17685739612991846;740.6310032483248;0;
406;BINAA;406;39725;0.13164847079479;736.7582615572225;0;
407;BINAA;407;17350;0.10900431850304655;247.96666050232147;0;
408;BINAA;408;28332;0.15785097030662382;1159.6861408939387;0;
409;BINAA;409;34424;0.11352755467306114;684.2560451721214;0;
410;MELKI;410;51348;0.15558103141014662;1378.897900070684;1;5718
411;BINAA;411;47040;0.10893550192799359;1733.6938342244016;0;
412;ARDHI;412;49950;0.11384837121414403;994.2063451788745;1;6315
413;BINAA;413;38588;0.13798703682339875;658.098092522887;1;4231
414;BINAA;414;60744;0.14959189775061382;1263.4341864136072;0;
415;MELKI;415;17175;0.11870889252549123;527.7146024271093;0;
416;BINAA;416;36393;0.1689640791138673;729.050810932581;0;
417;ARDHI;417;27727;0.15470575837411998;535.1977263571149;0;
418;ARDHI;418;57540;0.08576073948087017;810.8060791441058;1;7022
419;BINAA;419;57824;0.16415904709199258;1074.4787086461051;0;
420;MELKI;420;20650;0.1422220577214774;359.4626798845979;0;
421;BINAA;421;35938;0.11093484579686538;1330.5091517984235;1;4942
422;BINAA;422;21105;0.16773539814100308;546.2546314804891;0;
423;BINAA;423;22900;0.09816984062043022;505.3963347395432;0;
